Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,OnlineSecurity,StreamingTV,StreamingMovies,MonthlyCharge,Bandwidth_GB_Year,InternetService_DSL,InternetService_Fiber Optic
4832,4,73,62362.09,1,8.889321,12,1,0,1,0,137.4392,587.7258611,0,1
1358,4,57,28554.11,0,9.52118,12,3,1,0,0,114.9728,5769.179556,0,1
39523,0,55,29622.06,0,11.62614,12,0,1,1,0,174.9755,1469.854845,0,1
1833,4,41,106862.5,1,8.006363,10,1,0,1,1,175.1331,3851.447958,0,0
2640,3,51,41620.84,0,10.94942,12,0,0,1,1,220.1185,6358.605209,0,1
1104,3,44,28776.49,0,8.745070841,7,0,0,1,0,174.976769,1819.555319,1,0
4269,6,61,37028.57,0,11.84676,11,1,0,0,1,137.4616,6014.752174,0,0
19,1,76,50038.58,0,10.96448,7,1,0,1,0,204.9634,5687.504971,0,1
1468,0,39,41918.85,1,9.95519,14,0,0,1,1,242.6143,953.0836423,0,1
38865,2,82,24431.39,1,9.044468,16,2,0,1,0,174.9768,917.029715,1,0
5114,4,66,37276.49,0,4.12754,11,0,0,1,0,162.4538,5473.238444,1,0
217,1,29,42123.52,1,11.89732,17,2,0,1,1,255.1336,1878.869681,1,0
43736,2,49,23303.89,1,8.820956,11,1,0,1,0,149.9447,1610.068088,1,0
2067,1,23,68000.49,0,16.024,6,2,0,1,1,232.6707,5528.483995,0,0
3064,8,33,32011.22,0,2.63849,14,1,1,1,0,174.991,5202.411958,0,0
1519,1,46,34489.63,0,3.445762,17,6,0,0,1,172.4567,1006.71226,1,0
3215,5,29,77001.42,0,15.75223,11,0,0,1,0,174.9768,1419.012995,1,0
2621,0,48,47229.76,0,13.27653911,17,1,1,0,0,117.468591,1111.834697,1,0
1168,1,85,19429.91,0,8.611381,13,1,0,0,0,114.9509,6075.221267,1,0
22274,0,53,56932.4,0,7.812935,14,2,0,0,1,159.9512,5770.359583,0,1
22294,0,70,65477.76,0,12.97906926,13,2,1,0,1,164.978458,1048.538032,1,0
4988,1,22,8977.52,0,15.04329,12,0,0,0,1,147.4421,6061.485299,0,1
103,2,26,87230.5,0,13.98565,14,1,0,0,0,112.4551,3277.279641,0,1
7134,8,77,80750.15,1,7.126864,14,3,0,0,1,182.4433,2128.992056,1,0
2352,0,89,73006.74,1,9.808694,12,0,0,1,1,245.147,6422.525635,1,0
1148,2,35,186156.6,0,12.47347,13,0,0,1,1,255.1372,6174.944351,0,1
6328,0,33,43895.22,0,6.471674,17,2,0,1,1,222.6609,6060.196481,0,0
1966,3,76,21499.0,0,9.726859,9,2,0,1,1,220.1149,6235.697033,1,0
3219,4,55,117683.5,0,10.03353,10,1,0,0,1,192.4567,4537.352503,0,1
856,1,27,22112.77,0,7.021583,8,0,0,0,0,137.5165,4787.756156,0,0
13892,0,62,21795.58,1,8.661233766,13,3,0,0,1,149.937833,862.3199149,1,0
4633,0,18,33482.23,0,3.836284,14,0,0,0,1,139.9512,1131.268205,1,0
4335,1,62,11217.96,1,12.66717474,15,2,0,0,1,179.947583,795.4957358,0,1
861,8,19,166553.1,1,15.43347,14,4,1,0,1,142.4689,1368.093103,1,0
1085,1,39,25368.71,1,8.6548926,14,0,1,0,1,129.959755,1093.673208,1,0
7008,2,31,50967.01,0,5.43532,14,0,0,1,0,174.9768,5688.321792,1,0
66531,2,46,19367.71,0,6.949099,14,0,0,1,0,129.9483,5479.424336,1,0
22733,4,34,8316.09,1,15.17632,9,2,0,1,1,242.6106,6473.341815,1,0
377,8,57,10155.51,1,9.217689334,12,1,1,0,1,149.959755,1112.937102,0,1
15099,0,32,68188.8,0,11.11635259,18,0,0,0,0,124.97808,749.3268907,0,1
1162,0,87,65916.74,0,6.818286,9,0,0,0,0,117.4872,5454.520916,1,0
3068,1,56,69249.92,0,10.55058,10,0,1,1,1,222.65,6041.694748,0,1
65665,4,39,4003.56,0,8.142745,11,0,0,0,0,139.983,6071.410686,1,0
1026,2,34,34352.36,0,7.470028,16,1,1,0,0,139.9875,4899.179172,1,0
830,1,55,10263.33,0,15.33257,6,1,0,0,1,159.9942,867.3610228,0,0
11294,0,24,75458.79,0,9.531063533,10,1,1,0,0,147.478341,1446.203986,0,1
53431,1,58,9134.48,1,11.20443812,10,2,0,1,1,230.134352,2109.348841,0,0
13020,3,42,140367.2,0,8.568476,15,0,0,0,0,160.0122,4824.624209,0,0
2502,0,70,11798.33,0,6.917662,14,2,0,1,0,117.472,5234.822519,0,0
2144,4,32,52866.31,1,10.19732,12,0,1,1,1,277.6513,1383.764044,0,1
13288,0,83,12886.92,0,12.79836,15,1,0,0,1,174.9699,6535.810581,1,0
1249,3,55,17176.02,0,3.824619,14,3,0,1,0,172.4404,5413.024984,1,0
243,1,60,69158.18,0,9.883574,10,0,0,0,0,125.0073,5228.641848,0,0
40019,0,75,20840.13,0,8.825929291,8,0,0,0,1,202.443347,1671.835787,0,1
12135,3,29,33280.3,0,8.904872,12,0,0,0,0,144.9607,5386.649919,0,1
3551,3,86,11554.38,0,15.14826,13,0,0,1,0,137.4684,6123.114677,0,0
3809,0,75,75249.62,0,12.65954,13,2,1,0,0,107.4958,4157.920412,1,0
22273,2,32,55523.0,1,10.21011328,11,3,0,0,1,169.937833,686.8335296,0,1
469,0,33,19805.69,0,13.9319,14,1,0,0,1,127.4421,5631.449762,1,0
9612,0,51,78193.51,1,13.00676,13,2,0,1,0,129.9483,928.1223375,1,0
900,0,62,5875.82,0,7.912433,11,1,0,0,0,157.4836,2142.048492,0,1
1083,0,18,25947.16,0,10.71589,14,1,0,1,0,117.4392,1458.027932,1,0
20007,1,75,68091.97,1,9.366618,9,0,0,1,1,255.1198,1943.387485,1,0
14524,1,48,26594.83,0,8.578558,16,3,0,0,1,162.447,2206.253895,1,0
4642,0,67,91903.25,0,9.877819,11,2,0,0,0,104.9781,841.0151958,1,0
960,1,29,26661.36,0,8.58683,13,1,0,0,1,182.4608,6327.647329,0,1
4633,4,44,100861.7,0,11.24791,11,0,0,0,1,192.4705,2261.179586,0,1
11484,0,65,27535.44,0,9.233939,7,1,0,1,1,252.6378,6171.559833,0,1
46327,2,30,28600.78,0,11.67122,12,2,0,1,0,204.9634,2380.995294,0,1
34993,0,34,66055.53,0,7.738373361,11,2,0,0,0,134.950905,1114.020282,0,1
1402,3,88,7920.44,1,8.638334,13,2,0,1,1,242.6106,1274.226078,1,0
1564,7,19,76525.77,0,6.086425,15,0,1,1,0,154.9618,6632.42053,1,0
32005,0,52,18634.63,0,10.35163,12,0,1,1,1,190.127,5615.375487,1,0
13546,2,67,39176.98,0,8.34145,15,1,1,1,1,245.1457,1692.14874,0,1
678,3,68,35053.31,0,10.9825,16,1,1,0,1,142.5156,5983.810886,0,0
9924,3,54,43618.17,1,8.917382,14,1,0,1,1,252.6378,1282.858382,0,1
5978,9,79,11179.42,0,10.49495185,11,0,1,0,0,127.478341,1451.201108,1,0
900,2,36,74831.53,0,10.50752,14,2,1,1,0,132.466,6621.09271,1,0
225,1,88,13135.95,0,10.64786,9,0,0,1,1,240.1149,4492.694472,0,1
2148,2,24,16895.16,1,12.17679,10,4,0,1,0,162.4676,5590.370257,1,0
1181,2,69,47385.23,0,8.072572,14,1,1,0,1,149.9598,4775.063711,0,1
57511,1,76,10589.74,1,7.892007202,16,2,1,0,1,194.974431,982.2094626,0,1
437,0,26,84681.03,1,16.13377,8,0,0,1,1,212.6415,1330.057877,1,0
380,1,74,44165.21,0,7.143133915,13,1,0,0,0,92.455141,913.9626257,1,0
1503,3,28,39954.22,0,9.261979,5,2,1,1,0,175.0048,1667.975198,0,0
782,1,86,18593.16,0,10.30058,11,1,0,0,0,134.9509,411.6028202,0,1
9624,0,83,37287.57,1,6.428273,17,3,0,1,0,149.9776,3859.813737,0,0
12531,1,62,6759.91,0,15.28653,11,2,0,1,1,240.1149,6125.329205,0,1
38016,1,18,11574.18,1,9.20065,12,1,0,1,1,187.6422,788.1036301,0,0
4986,1,43,34164.73,0,15.53819,12,0,0,1,0,159.9642,5722.812198,0,0
902,3,60,42104.22,0,11.67546,9,2,0,0,0,157.4836,6004.729268,0,1
6079,1,77,4489.66,0,11.84221,15,1,0,0,0,147.4564,5121.506186,1,0
698,1,83,53461.53,1,15.9178,10,1,1,0,1,197.4702,5869.727078,1,0
12449,8,25,32005.71,1,9.736531,13,1,0,0,0,124.9607,2523.250672,1,0
66,4,55,45652.37,0,9.886088,9,0,1,1,0,139.9568,841.9569184,0,1
25445,0,69,26382.57,0,13.61942,6,0,1,0,0,127.4958,5480.31735,0,1
702,3,45,13722.8,0,8.413749,5,1,1,1,1,212.6228,5388.100592,1,0
1448,0,63,35130.18,0,12.69971233,12,3,0,0,1,139.965008,1919.921479,1,0
3076,8,30,54713.59,0,11.4707,18,1,0,0,1,159.965,1039.286045,0,1
32269,3,62,16570.26,0,15.60219,13,1,1,0,0,182.4833,6058.624431,0,1
6022,1,24,56243.26,1,9.983208,16,2,0,1,1,207.6386,935.8715835,0,0
11158,5,78,41521.95,1,8.8086,12,1,0,0,0,125.0073,783.5447103,0,0
27736,2,52,56361.66,0,9.002991,10,1,1,0,1,174.9744,5205.750156,1,0
3167,1,56,64017.78,1,12.45682505,11,0,1,1,1,190.173699,1588.313232,0,0
1380,4,78,12958.97,0,13.15864,14,0,0,1,1,220.1185,6283.625527,0,1
4444,1,21,25091.72,1,11.9,15,1,0,1,1,235.1372,6068.879961,1,0
27981,1,82,9829.71,0,8.98954,8,0,0,1,0,192.4404,500.6893216,0,1
1389,0,25,27474.27,0,3.671674,6,3,0,1,0,129.9621,6529.773925,1,0
2112,0,58,23624.95,1,11.62131427,5,0,0,1,1,210.105118,1297.983536,1,0
4731,3,63,53755.23,0,12.0758,9,1,1,0,0,107.4958,5615.5589,1,0
3878,3,34,46533.08,1,11.95689175,4,2,0,0,0,167.456419,522.7315686,0,1
63894,4,33,13633.24,0,12.32894,13,1,0,0,0,137.4698,6230.059428,1,0
26563,2,65,45020.53,0,8.595477,10,2,0,0,0,114.9509,5626.567359,1,0
104,3,25,12346.69,0,9.979353,11,2,1,0,0,114.9728,4840.964036,0,1
1451,1,41,101429.4,0,11.86445,14,1,0,1,0,149.9483,5233.900981,0,1
4408,0,70,14142.98,0,11.01629,11,2,0,1,0,192.4404,4558.313091,0,1
221,0,83,14973.52,1,8.226403,10,1,0,1,0,174.9768,1303.89059,1,0
21763,8,35,21801.03,0,12.47810556,9,0,0,0,0,92.455141,1193.589255,1,0
13678,2,50,40667.47,0,7.842029127,17,0,1,0,1,162.482694,1243.478237,0,1
2914,0,79,368.5,1,6.114030983,11,0,1,0,0,147.478341,287.8189836,0,1
44641,0,26,20522.76,0,8.185725,13,0,0,1,0,164.967,6205.739711,1,0
5490,1,36,20069.25,0,8.434356,13,1,0,1,0,152.4579,5624.550489,1,0
1812,2,31,64242.12,1,0.5073749,14,2,0,1,1,275.133571,1385.020283,0,1
1690,3,41,23258.47,0,11.9543,5,1,0,0,0,169.9928,5709.352717,0,1
333,3,54,79846.9,1,9.358906,6,1,0,1,0,182.4538,552.2795704,0,1
9092,4,19,19091.73,0,11.99276,12,0,0,1,1,275.1336,1418.914101,0,1
1076,0,54,133882.2,0,9.638066,12,1,0,0,0,92.45514,6362.332762,1,0
7602,0,35,56315.69,1,9.020485,15,1,0,1,0,139.9349,1138.754327,1,0
863,1,45,26524.51,0,12.97926,19,1,1,1,0,187.4811,6536.760755,1,0
179,3,81,8507.14,0,8.089726776,8,1,0,0,0,124.97808,390.381346,0,1
34276,2,63,108805.1,0,12.19485,12,1,1,1,1,177.6508,4774.105626,0,0
868,9,57,32810.46,0,15.17990976,7,1,0,0,0,79.978861,367.3059091,0,0
36047,0,54,54984.96,1,11.34717,9,0,0,1,1,220.1615,840.4153973,0,0
1066,2,48,39855.47,0,9.217675,10,2,0,1,0,169.9447,704.9286558,0,1
21607,0,44,29615.36,0,7.978277,5,2,0,0,0,125.0073,5130.51612,0,0
1697,3,27,60246.56,0,14.88587,18,0,0,0,0,112.4844,618.2837675,0,0
2473,1,75,10494.28,1,10.7481104,14,1,0,0,1,149.970715,980.0465426,0,0
532,3,79,6063.08,0,6.783657,12,0,1,1,1,222.65,5866.269219,0,1
1245,3,24,100029.1,1,16.1971,11,0,0,1,1,187.6094,4518.564,1,0
1602,1,35,194550.7,0,7.939605,11,1,0,1,1,200.1652,5591.655269,0,0
35465,3,33,14480.31,0,6.722515,11,0,1,0,1,117.4835,1054.470395,0,0
11317,4,21,97310.88,0,8.831785,13,1,1,1,0,167.4847,5718.847373,1,0
29601,6,50,8148.12,1,8.530991,12,0,1,1,1,270.1604,2022.556285,1,0
290,3,19,25446.01,0,8.414092289,10,0,0,1,1,207.609354,926.9394553,0,1
5098,3,30,53853.79,1,10.06689273,8,0,0,1,1,242.628057,1015.71304,0,1
1627,0,62,46279.7,0,15.00104,16,1,1,1,1,277.6375,4317.109974,0,1
533,0,25,14688.94,0,9.731306,14,1,0,0,1,139.965,6398.080421,1,0
2649,0,46,33504.8,0,8.957297136,14,1,0,1,0,117.439154,733.4036934,1,0
950,8,25,46766.41,0,8.671284,14,0,0,1,0,159.9349,1743.325286,0,1
1012,4,61,16706.02,0,11.13291822,9,1,0,0,1,127.442069,851.811469,1,0
230,0,56,24503.85,0,6.478653,12,3,1,0,0,152.5104,1610.027119,1,0
254,2,76,52888.07,0,9.237924,15,0,0,0,0,92.5018,5953.601251,0,0
15364,1,86,26534.16,0,7.868660851,11,2,0,1,0,104.962874,740.010722,0,0
24494,0,23,61106.43,0,9.39206185,14,3,0,1,0,104.962874,691.4493988,0,0
2604,0,18,18703.92,0,9.760517,10,0,1,1,1,232.652,6745.439598,0,0
27428,0,77,80722.43,0,11.84035,19,0,1,0,1,162.5119,5066.909377,0,0
25827,0,34,37794.12,1,7.365321,12,0,0,0,0,159.9656,884.8222735,1,0
467,3,89,1666.59,1,2.657311067,12,2,1,0,0,139.987503,956.2636975,1,0
736,1,29,39719.11,0,12.20313,11,0,0,0,0,157.4698,820.9054953,0,1
77,4,63,28253.53,0,8.305023,14,0,1,0,1,184.9647,5361.231393,0,1
9178,1,61,5917.37,1,9.930254,13,0,0,0,1,139.9979,1068.365286,0,0
19401,1,75,28304.56,0,7.395776,12,0,1,0,0,162.497,6104.271738,1,0
25077,4,64,77152.84,0,12.42061751,11,2,0,0,0,144.960655,1341.412763,0,1
1480,2,67,41867.94,0,12.10717,8,2,0,1,0,137.4392,1415.406657,0,1
227,2,82,11807.8,0,14.60834,8,2,0,0,1,162.447,4835.577166,1,0
41468,0,80,49276.44,0,5.081352,11,0,0,0,1,172.4742,558.7166007,0,1
16897,2,72,22070.09,0,16.15922157,13,2,1,0,0,130.024412,644.4955303,0,0
17881,3,59,84770.13,0,9.69156,9,2,1,1,0,172.4624,6193.73618,0,1
182,5,26,67620.64,0,9.925225,14,2,0,0,0,92.48802,1028.310241,0,0
193,2,82,102504.9,0,9.470361,17,3,0,1,0,142.4713,5994.514316,1,0
10885,3,19,27134.99,1,11.3254,8,1,0,1,0,129.9621,1459.309498,1,0
517,2,78,65564.74,1,6.33742,11,0,0,1,1,230.1051,1599.616413,0,1
8720,3,35,3157.81,0,15.27827,12,3,1,0,1,184.9647,5807.53439,0,1
5370,1,77,69959.26,0,8.583757,14,0,1,1,0,199.9902,6269.18922,1,0
47346,1,62,945.47,1,8.314029,11,0,0,0,1,214.9525,5088.803181,0,1
38383,3,47,11319.52,1,11.21614,10,1,0,1,0,172.4404,4733.327376,1,0
25091,0,32,12685.22,0,12.61882,9,0,0,1,1,220.1323,6213.398927,0,1
4869,0,55,57944.08,0,4.652367,12,1,1,0,1,172.4555,761.9139877,0,1
42991,2,31,2526.17,0,6.130902,13,3,1,0,1,182.4653,4861.72144,0,1
999,2,89,46337.92,0,8.97713,14,1,1,1,0,167.4847,6192.473684,1,0
2613,4,56,5896.69,1,10.20056,15,1,0,1,1,255.1198,5925.343914,1,0
42614,2,80,91629.36,0,6.008386,13,1,1,0,1,164.9785,5545.726878,1,0
6672,1,50,27504.76,1,4.125868,9,1,0,1,0,139.9678,520.3000287,0,0
1766,0,47,11185.44,0,12.78383,10,0,0,0,1,194.9699,5899.695132,0,1
1640,1,35,39473.86,0,9.761578,9,1,0,0,0,92.5018,5222.892116,0,0
188,3,36,12439.47,0,14.9084,13,1,1,1,0,129.9763,4179.651284,0,0
2725,1,74,57760.15,0,8.668032,12,1,1,0,0,114.9728,5312.093214,0,1
1175,0,41,60239.95,0,6.304689,6,1,1,0,1,162.4827,1381.77131,0,1
254,2,75,4640.91,1,8.177195,11,4,1,1,1,235.1555,5588.672503,1,0
60,1,74,10992.6,0,7.997377,16,1,0,0,0,112.4551,1213.799389,0,1
2564,3,42,34084.03,0,9.269101,7,2,0,1,1,232.624,6739.19212,1,0
8854,0,60,20029.65,0,10.38533,12,1,1,1,0,172.4624,1791.953298,0,1
209,1,41,6034.37,1,10.00402,15,0,1,1,1,235.1555,1967.928007,1,0
945,1,19,45181.91,1,13.9416954,11,0,0,1,0,169.944668,958.0823564,0,1
